Route,Year,x,y,Effort,Habitat,JunJul,DJF,AprMay,Phylloscopus_trochilus,Turdus_iliacus,Fringilla_coelebs,Turdus_philomelos,Carduelis_spinus,Parus_major,Anthus_trivialis,Erithacus_rubecula,Cuculus_canorus,Muscicapa_striata,Ficedula_hypoleuca,Turdus_pilaris,Loxia_curvirostra,Columba_palumbus,Sylvia_borin,Corvus_corone,Dendrocopos_major,Emberiza_citrinella,Turdus_merula,Sylvia_curruca,Regulus_regulus,Prunella_modularis,Phoenicurus_phoenicurus,Parus_caeruleus,Parus_montanus,Motacilla_alba,Carduelis_chloris,Phylloscopus_collybita,Tringa_ochropus,Parus_cristatus,Sylvia_communis,Grus_grus,Larus_canus,Pica_pica,Phylloscopus_sibilatrix,Turdus_viscivorus,Hirundo_rustica,Sylvia_atricapilla,Tetrao_tetrix,Pyrrhula_pyrrhula,Dryocopus_martius,Certhia_familiaris,Alauda_arvensis,Corvus_corax,Saxicola_rubetra,Garrulus_glandarius,Numenius_arquata,Carpodacus_erythrinus,Gallinago_gallinago,Corvus_monedula
169,2007,5044.,4401.1,6000,Co,15.826,-5.5244,6.3984,103,9,126,4,10,3,16,20,13,0,0,5,4,12,4,1,0,19,1,0,0,1,4,0,2,0,0,12,1,2,0,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
169,2011,5044.,4401.1,6000,Co,16.556,-11.407,7.1303,72,1,70,2,9,2,11,17,4,0,1,4,4,2,3,0,1,2,7,0,1,0,1,0,2,0,1,10,3,1,0,2,0,0,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
169,2010,5044.,4401.1,6000,Co,13.982,-10.88,6.92915,61,1,58,4,15,2,17,7,2,0,2,0,3,0,3,0,1,7,1,0,1,2,3,0,0,0,0,4,1,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
170,2013,5069.,4407.900000000001,6000,Br,14.326,-7.0656,7.21285,47,4,43,11,20,10,13,5,3,4,3,11,3,5,12,2,1,12,3,3,2,10,0,2,2,2,0,11,6,0,2,0,1,2,0,0,2,3,2,0,3,0,0,1,0,0,1,6,2,2
170,2006,5069.,4407.900000000001,6000,Br,15.595,-7.6867,6.18695,53,16,73,13,19,4,11,11,4,3,1,12,4,2,9,1,2,8,5,0,4,12,0,1,6,2,3,3,3,4,1,0,1,0,2,1,2,0,0,1,2,2,0,4,0,2,0,4,1,2
170,2008,5069.,4407.900000000001,6000,Br,15.077,-1.5308,6.55175,32,10,49,12,17,5,8,11,4,7,0,16,7,8,11,12,4,12,5,3,8,5,0,1,3,1,7,6,4,2,2,1,1,0,2,1,2,1,3,3,3,2,0,2,2,0,2,3,0,0
170,2014,5069.,4407.900000000001,6000,Br,15.979,-3.9461,6.73405,40,4,63,14,9,8,11,10,7,7,2,10,0,5,14,7,1,7,5,1,7,10,2,0,1,1,1,16,3,1,3,0,0,4,2,0,0,2,2,1,4,1,0,1,3,1,0,1,1,6
170,2011,5069.,4407.900000000001,6000,Br,17.01,-11.784,7.4126,51,8,52,12,11,11,8,8,0,7,3,1,9,6,9,8,4,15,4,0,5,11,0,3,4,0,0,8,3,3,2,0,1,5,0,2,2,0,0,2,2,0,0,1,3,0,3,3,0,7
186,2011,4989.5,4411.6,6000,Co,15.952,-11.072,7.02145,22,0,28,1,6,2,17,2,3,3,3,0,3,0,0,1,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,0,2,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0
186,2012,4989.5,4411.6,6000,Co,16.726,-5.5382,5.1893,23,2,31,6,6,4,15,2,4,8,4,0,1,0,0,2,1,4,0,1,1,0,1,0,0,2,0,0,3,1,0,3,1,0,2,2,0,0,1,1,1,0,0,0,2,0,1,3,3,0
186,2013,4989.5,4411.6,6000,Co,13.923,-6.7511,7.26885,22,0,28,4,1,2,12,3,3,5,5,2,8,0,1,3,0,2,1,0,2,0,2,2,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2,1,0,0
186,2014,4989.5,4411.6,6000,Co,15.307,-3.8393,6.6926,35,0,34,6,5,9,20,5,5,5,4,0,3,0,1,2,0,3,0,1,1,0,2,1,0,1,0,0,2,1,0,2,3,0,0,0,1,0,2,0,0,0,0,2,0,0,3,1,0,0
186,2010,4989.5,4411.6,6000,Co,13.748,-10.542,6.82565,19,0,24,3,4,2,17,7,5,4,1,2,2,1,0,2,1,3,0,1,0,0,1,1,1,1,0,1,1,4,0,1,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0
186,2009,4989.5,4411.6,6000,Co,13.792,-4.6533,6.66165,38,1,51,2,10,8,17,12,7,5,6,2,6,0,2,3,3,4,1,4,4,2,1,0,2,3,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
189,2009,5062.900000000001,4430.,6000,Co,13.618,-5.1544,6.56565,69,6,60,14,21,9,8,15,6,3,3,6,15,2,4,3,2,6,1,0,1,0,0,0,2,0,4,5,3,3,0,1,6,1,4,2,0,0,0,1,0,0,0,0,0,1,0,2,1,0
189,2013,5062.900000000001,4430.,6000,Co,14.033,-7.25,7.1275,86,4,59,23,10,9,29,10,12,5,9,4,9,6,5,1,2,9,6,0,10,5,5,1,4,1,0,13,4,0,0,1,6,1,2,0,1,0,6,1,0,1,0,1,0,2,1,0,4,2
189,2007,5062.900000000001,4430.,6000,Co,15.497,-6.0122,6.1926,90,7,63,10,5,7,15,20,6,6,4,4,5,5,3,3,1,3,2,0,5,5,2,0,5,0,1,4,2,3,0,0,3,2,4,0,0,0,1,2,1,0,0,1,0,3,0,0,0,0
189,2010,5062.900000000001,4430.,6000,Co,13.818,-11.507,6.84115,91,5,61,8,17,3,18,4,8,4,2,1,5,3,4,0,0,5,1,1,0,3,1,1,0,0,2,4,2,2,0,1,2,0,1,1,0,0,3,1,2,0,0,1,0,0,0,0,0,0
189,2012,5062.900000000001,4430.,6000,Co,16.748,-6.4112,5.1644,54,12,60,14,13,5,19,14,10,6,2,10,4,8,4,3,1,3,3,0,1,9,2,2,2,1,1,10,2,2,0,1,3,2,0,1,0,0,17,2,0,0,0,1,0,1,0,0,0,1
189,2006,5062.900000000001,4430.,6000,Co,15.12,-7.8144,5.9108,76,11,63,10,17,6,19,7,9,4,4,2,0,3,7,3,0,3,4,7,6,4,2,0,3,1,0,2,2,2,0,0,8,0,1,0,1,0,2,2,1,0,0,2,4,2,1,0,0,0
189,2008,5062.900000000001,4430.,6000,Co,14.57,-1.8319,6.0614,56,11,49,12,9,4,16,15,8,3,1,2,6,10,8,1,2,0,4,1,9,8,1,0,4,1,4,5,2,0,0,1,4,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1
203,2010,4910.900000000001,4419.1,6000,Urb,14.136,-8.4167,6.26375,35,5,21,8,3,5,5,4,1,2,4,4,0,4,9,0,0,6,0,4,2,1,1,2,2,2,1,3,2,1,6,2,4,2,0,0,0,1,0,0,1,0,14,0,4,0,2,10,0,2
203,2009,4910.900000000001,4419.1,6000,Urb,14.387,-2.8556,6.2837,19,4,17,11,3,5,2,9,1,3,2,0,0,8,12,0,2,12,2,3,0,3,1,2,1,1,0,1,1,1,1,1,0,1,0,0,2,0,0,1,0,0,14,0,4,0,1,3,0,2
203,2011,4910.900000000001,4419.1,6000,Urb,15.644,-8.9389,5.7626,26,1,21,4,1,3,2,1,1,3,1,1,2,4,8,0,1,4,2,2,3,0,1,2,0,2,2,4,1,0,2,1,1,4,1,1,3,1,0,0,0,0,15,0,6,0,2,2,0,0
203,2008,4910.900000000001,4419.1,6000,Urb,14.738,0.23626,6.1921,17,5,15,3,1,2,1,4,0,2,3,2,0,1,6,1,2,13,3,2,3,3,1,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,9,0,7,0,2,2,0,1
225,2007,4928.7,4449.3,6000,Urb,15.515,-4.2156,6.26215,57,8,42,5,8,5,13,8,4,3,3,18,1,6,6,4,2,20,5,1,2,2,1,2,4,5,4,1,4,5,0,2,0,0,1,0,4,0,2,1,1,2,11,0,9,1,8,4,0,0
225,2013,4928.7,4449.3,6000,Urb,14.541,-6.1511,7.49365,43,12,49,4,9,8,10,10,5,3,5,10,0,10,6,4,2,17,3,4,0,0,1,7,2,3,2,9,2,1,0,3,6,0,3,0,3,0,1,0,2,1,10,0,8,1,10,2,0,9
225,2011,4928.7,4449.3,6000,Urb,15.852,-10.15,6.78885,52,5,48,3,13,3,19,12,4,2,4,11,2,13,5,2,0,13,1,2,2,2,1,4,1,3,2,5,2,1,1,2,2,0,3,0,3,0,0,0,0,0,12,0,4,0,8,2,0,1
225,2009,4928.7,4449.3,6000,Urb,14.126,-3.9256,6.6665,37,11,40,5,7,7,8,8,1,3,7,3,6,5,4,4,2,15,5,1,3,0,0,1,3,6,4,0,1,2,1,2,4,0,0,0,0,0,0,0,0,2,4,2,7,3,13,0,0,0
225,2008,4928.7,4449.3,6000,Urb,14.679,-0.5033,6.2189,38,15,40,2,9,4,11,15,1,6,3,23,4,6,7,1,3,19,6,4,7,3,1,1,1,5,4,1,2,5,3,7,2,0,3,0,6,0,1,2,1,3,13,1,9,2,5,4,1,0
225,2012,4928.7,4449.3,6000,Urb,16.975,-4.573,5.22505,32,6,47,6,9,8,12,11,8,4,5,17,5,16,5,3,3,10,9,2,6,3,1,2,0,4,1,3,1,2,1,5,4,1,2,1,1,2,3,0,0,1,7,2,5,0,7,1,0,1
225,2010,4928.7,4449.3,6000,Urb,14.192,-9.6733,6.66865,49,11,41,8,13,4,10,6,6,5,0,11,3,9,5,2,0,11,2,5,2,3,1,0,2,3,3,4,4,0,2,2,8,1,1,0,1,0,1,0,0,0,7,3,5,0,7,1,2,1
225,2014,4928.7,4449.3,6000,Urb,15.708,-2.8787,6.9974,49,9,58,6,12,10,11,9,4,4,5,21,1,8,6,2,0,16,1,6,5,1,2,5,2,4,1,7,2,3,0,2,7,2,1,2,4,0,1,1,1,2,9,1,4,1,7,0,1,3
226,2014,4952.900000000001,4455.8,6000,Co,15.775,-3.2775,7.0907,70,6,50,8,12,11,17,15,4,3,0,10,2,14,5,5,2,14,2,4,7,0,0,1,0,1,1,5,5,3,1,5,0,2,0,1,3,0,1,0,2,3,6,0,1,4,3,0,2,4
226,2011,4952.900000000001,4455.8,6000,Co,16.218,-10.901,7.3076,47,5,57,3,7,8,23,13,6,5,1,5,8,13,6,2,1,13,5,3,2,1,1,1,3,2,3,4,2,1,0,4,0,2,0,2,1,0,1,2,1,0,5,1,3,4,7,0,0,2
226,2008,4952.900000000001,4455.8,6000,Co,14.807,-0.87363,6.3074,50,12,71,9,10,7,19,23,0,6,4,7,5,9,7,4,2,17,6,5,11,4,0,2,6,0,2,3,0,7,0,5,0,2,2,0,0,0,1,0,0,1,6,0,0,1,4,0,0,1
226,2012,4952.900000000001,4455.8,6000,Co,17.1,-5.0124,5.40255,37,5,76,13,12,7,16,15,2,4,0,10,2,6,2,3,2,12,1,1,5,1,0,2,2,1,3,4,3,4,0,2,0,2,0,0,0,0,0,0,2,3,3,0,0,1,4,0,1,0
226,2013,4952.900000000001,4455.8,6000,Co,14.554,-6.5556,7.6695,52,5,60,8,10,7,23,14,5,10,0,4,13,20,6,4,3,24,2,3,2,1,0,1,1,0,0,3,5,4,3,5,0,0,1,1,2,0,0,0,2,2,8,1,1,2,6,0,0,2
226,2010,4952.900000000001,4455.8,6000,Co,14.438,-10.212,7.15685,43,2,60,3,13,8,14,13,9,4,0,9,4,16,4,2,0,20,2,3,2,1,0,3,0,1,0,1,3,3,1,5,0,2,0,1,0,0,1,0,3,4,3,1,1,3,6,0,1,2
226,2007,4952.900000000001,4455.8,6000,Co,15.579,-4.8678,6.4182,59,2,67,6,9,7,21,16,4,2,0,6,2,14,8,2,0,16,3,1,3,2,0,1,1,0,2,3,1,7,0,3,0,1,0,0,1,0,1,1,1,1,4,0,1,2,5,0,0,0
226,2006,4952.900000000001,4455.8,6000,Co,15.369,-6.29,6.11195,60,2,56,9,8,5,15,17,8,5,0,15,5,8,3,3,1,14,0,3,2,1,0,1,7,1,2,2,0,4,0,1,0,2,0,2,0,0,0,1,0,2,1,0,0,1,4,0,1,0
226,2009,4952.900000000001,4455.8,6000,Co,14.057,-4.3544,6.888,42,5,58,8,9,9,10,19,5,3,0,6,0,5,3,6,3,10,2,3,6,4,0,4,1,0,0,2,1,3,0,4,0,0,0,2,0,0,1,0,1,3,3,1,0,1,4,0,0,0
237,2010,5213.2,4523.5,5900,Co,15.008,-12.244,7.3025,47,22,61,14,21,22,7,16,5,7,5,13,9,2,25,6,1,8,7,1,9,8,6,2,5,2,3,2,3,0,2,0,0,1,6,0,1,0,0,2,0,3,0,1,0,0,4,11,4,0
237,2013,5213.2,4523.5,5900,Co,15.623,-7.6556,7.6785,10,3,15,3,3,10,6,8,0,2,0,2,3,1,7,0,1,4,0,2,8,2,1,0,2,0,0,4,3,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,0
237,2012,5213.2,4523.5,5900,Co,17.998,-6.7551,5.86415,24,17,52,8,13,7,6,12,4,2,3,6,0,5,15,3,2,5,9,1,4,4,2,3,6,1,0,3,5,0,3,0,3,0,1,0,1,1,0,1,0,2,0,1,0,2,4,4,2,0
237,2011,5213.2,4523.5,5900,Co,17.825,-12.817,7.11115,27,15,60,7,14,9,9,17,6,4,2,13,6,4,16,4,3,11,4,2,2,4,2,3,5,1,3,1,2,0,4,0,4,2,3,0,1,0,0,2,0,0,0,1,0,1,3,7,1,0
257,2013,5188.900000000001,4538.8,6100,Br,15.338,-7.9378,7.91015,42,4,40,16,7,6,9,13,4,2,2,9,4,12,9,2,4,5,2,3,2,5,1,1,4,1,0,7,4,2,0,1,1,5,1,0,0,0,1,2,1,0,0,0,2,0,0,2,1,0
257,2014,5188.900000000001,4538.8,6100,Br,16.9,-4.1798,6.985,45,10,38,7,7,16,11,12,8,3,3,13,3,9,9,2,2,3,6,3,5,4,0,2,1,1,2,9,3,0,1,0,1,5,1,0,0,0,3,0,1,0,0,1,0,2,2,3,4,0
257,2011,5188.900000000001,4538.8,6000,Br,17.302,-12.814,7.44615,36,7,58,10,17,9,13,11,5,5,2,12,6,8,13,1,4,6,1,1,3,3,0,2,3,1,2,3,4,1,2,0,1,2,0,1,2,0,0,3,2,2,0,0,0,1,3,2,2,0
257,2009,5188.900000000001,4538.8,6000,Br,14.105,-5.89,6.4645,39,12,61,10,12,11,13,18,7,2,1,10,4,11,13,0,3,5,4,1,9,6,1,1,3,1,1,5,5,0,0,0,1,4,1,1,2,0,0,0,0,3,0,0,0,1,1,2,2,0
257,2012,5188.900000000001,4538.8,6100,Br,17.639,-7.0618,5.78335,37,9,38,8,5,7,11,5,3,4,3,9,1,7,11,0,4,3,6,4,5,7,3,1,4,2,1,3,4,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0
257,2008,5188.900000000001,4538.8,6000,Br,15.19,-2.3132,5.9465,50,17,93,14,10,13,15,24,3,6,3,16,1,8,17,1,8,7,8,1,11,13,0,2,6,0,3,2,1,0,3,0,0,0,0,1,1,0,2,5,2,3,0,2,0,4,2,4,4,0
257,2010,5188.900000000001,4538.8,6000,Br,14.646,-12.403,7.40165,30,8,54,11,12,9,13,9,7,1,2,10,5,6,9,3,4,6,5,2,3,6,2,2,3,1,2,2,6,3,0,1,1,2,1,1,0,1,0,2,1,2,0,1,0,2,1,4,3,0
258,2014,5213.1,4546.900000000001,6300,Urb,17.393,-4.2191,6.96765,46,16,33,7,5,6,0,6,1,0,10,43,0,8,10,15,1,1,5,5,0,3,2,6,0,1,1,0,1,1,3,0,3,10,0,0,0,0,1,1,2,0,0,0,0,0,5,6,0,7
258,2008,5213.1,4546.900000000001,6200,Urb,15.633,-2.3725,5.8544,32,17,49,5,5,9,4,9,2,4,9,41,0,2,9,6,0,13,3,3,2,7,5,5,3,0,6,0,2,0,4,0,6,8,1,0,1,1,0,1,0,0,1,0,2,1,7,4,0,2
258,2012,5213.1,4546.900000000001,6300,Urb,17.985,-7.0573,5.5687,33,14,38,4,10,15,4,6,0,6,8,49,2,6,8,7,0,6,4,4,1,2,2,5,0,2,11,0,1,0,1,0,2,11,1,0,0,2,1,2,0,0,0,0,0,0,5,6,1,3
258,2010,5213.1,4546.900000000001,6200,Urb,15.105,-12.493,7.1765,32,13,30,4,14,4,4,5,2,5,7,53,3,5,11,7,1,5,2,0,2,3,5,5,2,2,7,0,0,0,1,0,6,7,0,0,2,0,0,2,0,0,0,0,0,1,7,7,0,9
258,2006,5213.1,4546.900000000001,6200,Urb,16.772,-8.82,6.21255,36,24,35,4,7,11,2,6,1,3,11,53,3,9,21,5,2,12,1,0,1,6,3,3,5,6,9,0,1,0,3,0,3,9,2,0,1,1,1,1,1,0,1,0,0,0,5,4,0,0
259,2008,5239.5,4551.400000000001,6000,Br,15.074,-2.7484,5.3393,27,11,40,6,3,8,8,12,3,0,1,20,0,8,8,8,1,12,1,2,5,7,0,1,1,0,0,3,1,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,3,1,6,3,0,0
259,2010,5239.5,4551.400000000001,6000,Br,14.592,-13.008,7.0725,44,14,31,5,12,4,5,7,5,0,1,33,5,8,12,5,2,8,5,0,6,2,1,0,2,0,1,1,3,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,5,0
259,2011,5239.5,4551.400000000001,6000,Br,17.244,-13.448,7.06935,50,18,26,9,13,5,8,6,1,0,1,23,4,4,7,4,1,10,1,0,2,3,0,1,3,2,0,1,2,0,0,0,3,3,1,0,2,0,1,0,0,0,0,0,1,0,4,4,0,0
259,2009,5239.5,4551.400000000001,6000,Br,14.02,-6.3411,5.89485,35,22,29,5,5,8,12,7,2,0,0,29,15,6,9,3,2,9,0,4,5,1,0,0,1,1,1,3,5,1,0,1,3,0,0,0,0,0,2,2,1,0,0,0,1,1,4,2,2,0
260,2011,5261.900000000001,4557.900000000001,6000,Br,17.141,-13.69,6.78,50,1,40,5,8,11,5,28,3,0,1,10,13,1,10,1,2,2,3,1,4,3,0,1,3,0,2,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
260,2009,5261.900000000001,4557.900000000001,6000,Br,13.869,-6.6456,5.613835,45,7,36,8,16,8,6,14,2,2,3,16,1,6,5,1,4,3,7,4,2,7,1,1,3,0,0,6,4,1,0,1,1,2,0,0,0,0,0,4,0,0,0,0,1,0,1,2,0,0
260,2014,5261.900000000001,4557.900000000001,6000,Br,16.872,-4.8348,6.5293,51,6,43,6,10,10,6,11,4,2,0,14,2,3,6,1,1,3,2,2,6,8,0,0,2,0,2,6,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,3,0,0
260,2010,5261.900000000001,4557.900000000001,6000,Br,14.366,-13.343,6.85865,40,7,35,11,7,6,6,8,0,1,0,10,1,1,5,2,1,3,3,3,5,3,0,2,0,0,2,3,1,2,0,0,1,1,0,0,2,0,0,2,2,0,0,2,2,1,1,2,1,0
260,2008,5261.900000000001,4557.900000000001,6000,Br,14.954,-2.9835,5.0785,33,3,38,9,3,4,11,14,1,0,2,14,1,4,3,0,3,3,3,6,4,7,0,1,2,0,0,4,3,1,1,2,1,1,0,0,0,0,0,2,0,2,0,1,2,0,2,2,0,0
260,2012,5261.900000000001,4557.900000000001,6000,Br,17.516,-7.7899,5.0345,50,3,31,10,9,5,4,11,4,0,1,14,1,1,4,4,2,2,3,4,10,7,1,2,4,0,0,3,4,2,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,4,1,0
260,2006,5261.900000000001,4557.900000000001,6100,Br,16.177,-9.6178,5.73385,41,12,44,9,9,10,8,3,2,0,0,12,1,3,12,0,3,3,1,3,1,4,0,0,0,0,1,3,3,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,2,3,1,0
261,2013,5285.7,4561.900000000001,6000,Co,14.964,-8.5978,7.19265,21,0,30,8,5,4,13,9,11,1,0,1,8,3,0,1,1,1,0,1,0,3,5,0,9,0,0,2,1,4,0,0,0,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0
261,2014,5285.7,4561.900000000001,6000,Co,16.495,-5.0775,6.49485,23,0,32,7,9,10,12,11,14,1,0,0,4,1,0,0,0,0,0,0,4,0,5,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
261,2012,5285.7,4561.900000000001,6000,Co,17.357,-8.0157,5.125735,10,3,43,11,6,6,13,8,14,2,1,0,1,0,0,0,0,1,0,0,2,1,7,0,4,1,0,3,1,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
261,2009,5285.7,4561.900000000001,6000,Co,13.702,-6.8144,5.747335,28,0,47,19,12,5,16,12,5,3,1,0,5,0,0,0,2,0,0,2,4,1,5,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
262,2011,5310.400000000001,4570.2,6150,Co,17.216,-13.942,6.7632,53,13,34,9,4,4,19,25,5,3,2,4,2,3,4,0,0,2,2,4,9,11,1,0,4,0,0,5,2,0,0,0,0,0,0,1,1,0,1,1,2,1,0,4,3,0,0,2,0,0
262,2009,5310.400000000001,4570.2,6000,Co,14.075,-6.8533,5.585,27,7,73,21,25,5,10,21,5,5,1,3,2,6,2,0,4,0,3,3,7,4,3,0,4,1,2,5,1,3,0,0,0,0,0,2,0,0,1,2,0,0,0,1,1,1,0,0,0,0
262,2014,5310.400000000001,4570.2,6000,Co,16.8,-5.1506,6.3564,52,10,44,13,11,11,23,18,5,0,1,7,3,5,6,1,0,2,2,8,4,6,4,2,2,1,0,6,2,4,2,0,1,1,5,1,3,1,1,1,1,2,0,1,0,1,0,2,0,0
262,2008,5310.400000000001,4570.2,4000,Co,14.99,-3.1857,5.1037,30,5,56,9,11,6,9,18,2,2,4,2,2,0,1,0,4,0,1,0,7,6,0,0,3,1,1,3,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
269,2014,4915.7,4498.,6000,Br,15.849,-2.4989,6.7769,52,10,70,2,7,21,1,20,8,1,4,1,1,1,2,7,3,0,14,5,22,0,2,4,8,0,2,29,5,3,0,1,2,0,2,0,0,0,0,2,1,3,0,0,0,0,0,0,0,1
269,2012,4915.7,4498.,6000,Br,17.434,-4.1202,5.156,4,1,35,10,12,12,8,16,3,4,1,0,3,4,5,0,4,1,2,1,3,2,0,2,3,0,1,8,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1
269,2008,4915.7,4498.,6000,Br,15.102,-0.31429,6.3545,43,8,80,5,9,7,5,25,2,3,4,2,14,6,2,1,4,0,8,3,3,3,0,0,3,0,1,9,4,1,0,1,0,0,0,0,0,1,1,1,2,2,0,0,0,1,0,0,0,0
269,2013,4915.7,4498.,6000,Br,14.882,-5.6,7.58565,21,6,52,12,9,11,5,6,5,0,2,1,3,5,4,3,4,6,3,2,9,0,0,2,3,0,0,13,4,1,0,2,0,0,0,1,0,0,0,3,1,2,0,10,0,0,0,0,0,0
269,2007,4915.7,4498.,6000,Br,16.154,-3.6056,6.26305,52,15,86,6,12,12,6,15,3,4,7,2,0,7,2,2,6,3,5,2,2,0,0,0,1,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,4,0,0,0,0
274,2008,5037.,4528.7,6000,Co,14.662,-2.4088,5.46505,24,0,40,3,7,3,19,10,8,5,0,1,3,1,0,0,2,0,0,0,0,0,5,0,4,0,0,0,0,2,0,2,4,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0
274,2014,5037.,4528.7,6000,Co,15.343,-4.1292,6.07405,54,0,52,8,2,11,30,5,14,8,0,1,1,0,0,0,0,0,0,0,1,0,10,0,1,2,0,1,0,1,0,3,1,0,1,10,0,0,2,0,0,0,0,1,1,0,0,0,2,0
274,2013,5037.,4528.7,6000,Co,13.992,-7.9189,6.88465,29,0,39,7,1,3,42,2,15,8,2,0,22,0,0,0,3,0,0,0,0,0,5,0,1,1,0,0,2,1,0,3,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
274,2012,5037.,4528.7,6000,Co,16.648,-6.809,4.495435,21,1,45,8,8,2,27,7,11,9,3,1,2,2,0,2,2,0,0,1,1,0,11,0,1,1,0,0,1,1,0,6,6,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
275,2014,5061.2,4534.8,6000,Co,15.485,-4.1764,6.1151,24,3,75,7,2,1,32,4,12,0,6,2,0,1,2,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,0,4,7,0,0,3,0,0,2,0,2,0,0,0,0,0,3,0,0,0
275,2010,5061.2,4534.8,6000,Co,13.651,-11.826,6.57135,14,0,68,8,10,6,21,8,10,4,8,4,14,1,1,3,1,0,0,0,0,0,8,0,4,0,1,0,0,5,0,3,5,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0
275,2012,5061.2,4534.8,6000,Co,16.607,-7.0079,4.52805,37,1,102,4,11,1,41,7,9,4,5,2,1,6,0,2,2,1,3,2,0,0,4,0,1,0,0,0,0,0,0,5,4,0,1,3,0,0,7,0,1,0,0,4,0,0,6,0,1,0
275,2013,5061.2,4534.8,6000,Co,14.021,-8.0133,6.96315,22,2,53,3,3,2,27,0,11,1,8,1,0,2,0,1,5,0,1,1,0,0,7,1,1,0,0,0,0,0,0,6,4,0,0,1,0,0,8,0,0,0,0,2,0,0,3,0,2,1
275,2008,5061.2,4534.8,6000,Co,14.495,-2.5099,5.35485,20,1,59,7,9,8,32,10,6,4,8,2,2,1,1,0,0,1,0,0,3,1,5,0,2,0,0,0,1,6,0,3,5,0,1,1,0,0,6,0,0,3,0,0,1,0,1,0,1,0
280,2014,5184.,4563.400000000001,6000,Op,16.977,-4.4618,6.4393,41,9,41,7,8,11,8,12,6,1,1,10,1,7,19,5,1,5,7,4,2,4,0,1,1,1,0,4,4,1,4,0,2,3,1,0,1,0,1,1,2,2,1,0,0,1,7,2,6,9
280,2006,5184.,4563.400000000001,6000,Op,16.68,-9.0756,6.22865,47,15,82,18,12,8,17,13,2,4,1,32,8,3,20,4,3,11,3,2,4,5,0,0,7,1,0,1,3,1,2,0,2,1,3,0,1,0,0,3,1,0,3,2,2,0,11,3,0,1
280,2010,5184.,4563.400000000001,6000,Op,14.893,-12.77,7.15465,47,17,72,9,16,4,8,14,3,1,2,14,3,9,17,3,1,7,6,2,5,4,0,0,3,1,4,4,4,2,1,0,1,2,0,0,1,0,2,1,0,0,0,0,0,3,8,2,3,3
280,2008,5184.,4563.400000000001,6000,Op,15.564,-2.6725,5.61585,33,15,62,12,8,3,9,18,0,1,0,9,1,4,13,10,5,10,3,3,5,6,0,0,3,2,1,2,6,0,2,2,5,4,2,0,1,0,3,4,1,1,3,0,1,1,7,3,3,3
280,2012,5184.,4563.400000000001,6000,Op,17.587,-7.4674,5.013035,37,10,58,8,8,4,6,16,3,5,1,19,2,1,13,7,1,5,6,2,2,4,0,1,3,0,2,4,3,3,3,0,2,3,1,0,0,1,4,0,1,0,3,0,1,0,8,7,2,5
281,2012,5206.8,4571.1,6000,Br,17.49,-7.664,5.202835,61,25,42,5,9,3,9,14,4,2,0,49,3,7,8,4,0,5,5,2,1,5,0,0,1,2,2,0,4,1,2,0,1,1,0,0,2,1,2,0,0,0,0,0,1,2,7,12,1,0
